+/-;Código;Classificação;Tipo;Nome;Apelido;Grupo;Relatório;Filtro;Fórmula;Condição;Plano padrão;Saldo;Código subconta;Grupo subconta;Natureza subconta;Empreendimentos Imobiliários;Unidades imobiliárias;Caixa produtor rural;Banco produtor rural;Conta transitória de produtor rural;Conta participante do Carnê Leão
;142;01.3.1.01;T;   Contas De Compensação;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;143;01.3.1.01.001;;    Contas De Compensação;;Ativo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;144;02;T;Passivo;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;145;02.1;T; Passivo Circulante;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;146;02.1.1;T;  Fornecedores;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;147;02.1.1.01;T;   Fornecedores;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;148;02.1.1.01.001;;    Fornecedores;FD;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;149;02.1.1.02;T;   Fornecedores;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;150;02.1.1.02.001;;    Fornecedores Diversos;FDV;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;862;02.1.1.05;T;   Fornecedores Diversos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;863;02.1.1.05.0001;;    Fornecedores Diversos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;151;02.1.2;T;  Empréstimos E Financiamentos;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;152;02.1.2.01;T;   Empréstimos E Financiamentos Bancários;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;153;02.1.2.01.001;;    Banco Do Brasil S/a;EMPRBB;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;154;02.1.2.01.002;;    Caixa Econômica Federal;EMPRCEF;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;155;02.1.2.01.003;;    Bndes;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;711;02.1.2.01.004;;    Banrisul;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;723;02.1.2.01.005;;    Bco Hsbc;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;724;02.1.2.01.006;;    Bco Bradesco;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;727;02.1.2.01.007;;    Bco Itaú;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;731;02.1.2.01.008;;    Bco Santander;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
;732;02.1.2.01.009;;    Finame;;Passivo;Balanço Patrimonial;;;;90113;Comum;;;;;;;;;
