+/-;Código;Classificação;Tipo;Nome;Apelido;Grupo;Relatório;Filtro;Fórmula;Condição;Plano padrão;Saldo;Código subconta;Grupo subconta;Natureza subconta;Empreendimentos Imobiliários;Unidades imobiliárias;Caixa produtor rural;Banco produtor rural;Conta transitória de produtor rural;Conta participante do Carnê Leão
;1135;03.1.1.06.003;;    Resgate De Aplicação Automática;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1136;03.1.1.06.004;;    Venda De Livros;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1137;03.1.1.06.005;;    Reembolso De Despesa - Pagto. Desp.;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;272;03.1.2;T;  Deduções Das Receitas C/vendas E Serviço;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;273;03.1.2.01;T;   Devoluções E Abatimentos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;274;03.1.2.01.001;;    Devoluções De Vendas;DEVOL;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;275;03.1.2.01.002;;    Abatimentos Concedidos;ABAT;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;642;03.1.2.01.003;;    Recuperação De Despesas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1138;03.1.2.01.004;;    Devoluções De Compra De Mercadoria De Revenda;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1139;03.1.2.01.005;;    Devoluções De Compra De Material De Consumo;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1140;03.1.2.01.006;;    Devolução De Compra De Materia Prima;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1141;03.1.2.01.007;;    Devolução De Compra De Ativo;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1142;03.1.2.01.008;;    Devolução De Compra De Serviços;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1185;03.1.2.01.009;;    Devolução De Vendas De Serviços Prestados;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;276;03.1.2.02;T;   Impostos S/vendas E Serviços;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;277;03.1.2.02.001;;    Icms Sobre Vendas;ICMS S/VENDAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;278;03.1.2.02.002;;    Pis Sobre Vendas E Serviços;PIS S/VENDAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;279;03.1.2.02.003;;    Cofins Sobre Vendas E Serviços;COFINS S/VENDAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;280;03.1.2.02.004;;    Contribuição Social Sobre Vendas E Serviços;CONTRSOC S/VENDAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;281;03.1.2.02.005;;    Ipi Sobre Vendas E Serviços;IPI S/VENDAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;282;03.1.2.02.006;;    Simples Sobre Vendas E Serviços;SIMPLES;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;283;03.1.2.02.007;;    Issqn Sobre Serviços;ISSQN S/SERVS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;284;03.1.2.02.008;;    Simples Nacional Sobre Vendas E Serviços;SIMPLESNACIONAL;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;285;03.1.2.02.009;;    Irpj Sobre Vendas E Serviços;IRPJ S/VENDAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;643;03.1.2.02.010;;    Iss Indevido;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1193;03.1.2.02.011;;    Icms S/faturamento(despesa);;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1194;03.1.2.02.012;;    Ipi S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1195;03.1.2.02.013;;    Pis S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1196;03.1.2.02.014;;    Cofins S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1197;03.1.2.02.015;;    Icms St A Recolher;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1198;03.1.2.02.016;;    Icms St S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1199;03.1.2.02.017;;    Difal A Recolher;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1200;03.1.2.02.018;;    Difal S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1201;03.1.2.02.019;;    Fcp A Recolher;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1202;03.1.2.02.020;;    Fcp Difal A Recolher;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1203;03.1.2.02.021;;    Fcp S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1204;03.1.2.02.022;;    Fcp Difal S/faturamento;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;286;03.1.3;T;  Receitas Financeiras;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;287;03.1.3.01;T;   Receitas Com Atualizações;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;288;03.1.3.01.001;;    Variação Monetária Ativa;VMA;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;289;03.1.3.01.002;;    Variação Cambial Ativa;VMP;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;290;03.1.3.02;T;   Ganhos Com Aplicações Financeiras;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;291;03.1.3.02.001;;    Rendimentos De Aplicação Do Faf;JRSFAF;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;292;03.1.3.02.002;;    Ganho Real De Aplicações De Renda Fixa;JRSRFIXA;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;293;03.1.3.02.003;;    Ganho Real De Aplicações De Renda Variável;JRSRVAR;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;294;03.1.3.02.004;;    Rendimentos De Caderneta De Poupança;JRSPOUP;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;913;03.1.3.02.005;;    Rendimentos De Aplicação Finanaceira;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;295;03.1.3.03;T;   Juros E Descontos Obtidos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;296;03.1.3.03.001;;    Juros Ativos;JUROSOBT;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;297;03.1.3.03.002;;    Descontos Obtidos;DESCOBT;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1215;03.1.3.03.003;;    Multas Recebidas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;644;03.1.3.04;T;   Desconto Tributário;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;645;03.1.3.04.001;;    Desconto Pert 2018;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;298;03.1.4;T;  Receitas Com Participações Societárias;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;299;03.1.4.01;T;   Dividendos E Lucros Distribuídos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;300;03.1.4.01.001;;    Dividendos Distribuídos;DIVIDENDOS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;301;03.1.4.01.002;;    Lucros Distribuídos;LUCROS DISTR;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;302;03.1.4.02;T;   Resultado De Equivalência Patrimonial;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;303;03.1.4.02.001;;    Equivalência Patrimonial Positiva;EPPOSIT;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;304;03.2;T; Outras Receitas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;305;03.2.1;T;  Outras Receitas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;306;03.2.1.01;T;   Outras Receitas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;307;03.2.1.01.001;;    Bonificações;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;308;03.2.1.01.002;;    Doações;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;309;03.2.1.01.003;;    Benefício Fiscal;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;310;03.2.1.01.004;;    Despesas Recuperadas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;311;03.2.1.01.005;;    Indenizações Trabalhistas;INDTRAB;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;614;03.2.1.01.006;;    Receitas De Aluguel;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;792;03.2.1.01.007;;    Outras Receitas;OUTREC;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;914;03.2.1.01.008;;    Alienação De Imóveis;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1040;03.2.1.01.009;;    Indenizações Seguros;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1143;03.2.1.01.010;;    Adiantamento De Clientes;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1144;03.2.1.01.011;;    Reembolso De Despesas;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1145;03.2.1.01.012;;    Emprestimos Bancários;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1146;03.2.1.01.013;;    Vendas De Ativos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1147;03.2.1.01.014;;    Mútuo;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;312;03.2.1.02;T;   Alienação De Investimentos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;313;03.2.1.02.001;;    Alienação Participação Societária Avaliada Pelo Metódo Custeio;ALIENCUST;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;314;03.2.1.02.002;;    Alienação Participação Societária Avaliada Pela Equivalencia Patrimonial;ALIENEQPATR;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;774;03.2.1.02.003;;    Alienação Crt;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;315;03.2.1.03;T;   Alienação De Imobilizado;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;316;03.2.1.03.001;;    Alienação De Máquinas E Equipamentos;AMAQUEQUI;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;317;03.2.1.03.002;;    Alienação De Móveis E Utensílios;AMOVUTENC;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;318;03.2.1.03.003;;    Alienação De Ferramentas;AFERRAMENTAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;319;03.2.1.03.004;;    Alienação De Imóveis;AIMOVEIS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;320;03.2.1.03.005;;    Alienação De Veículos;AVEICULOS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;321;03.2.1.03.006;;    Alienação De Computadores E Periféricos;ACOMPPERIF;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;322;03.2.1.03.007;;    Alienação De Direito De Uso De Telefones;ADIREITO;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;646;03.2.1.04;T;   Alienação De Bens;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;323;03.2.2;T;  Deduções Das Alienações De Bens;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;324;03.2.2.01;T;   Custo Da Alienação De Investimentos;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;325;03.2.2.01.001;;    Custo Alienação Partic Soc Aval Custo Co;CUSTALIENCUST;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;326;03.2.2.01.002;;    Custo Alienação Partic Soc Aval Equiv Pa;CUSTALIENEQPATR;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;327;03.2.2.02;T;   Custo Da Alienação De Imobilizado;;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;328;03.2.2.02.001;;    Custo Da Alienação Máquinas E Equipamentos;CAMAQUEUI;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;329;03.2.2.02.002;;    Custo Da Alienação Móveis E Utensílios;CAMOVUTENC;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;330;03.2.2.02.003;;    Custo Da Alienação Ferramentas;CAFERRAMENTAS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;331;03.2.2.02.004;;    Custo Da Alienação Imóveis;CAIMOVEIS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;332;03.2.2.02.005;;    Custo Da Alienação Veículos;CAVEICULOS;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;333;03.2.2.02.006;;    Custo Da Alienação Computadores E Periféricos;CACOMPPERIF;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;334;03.2.2.02.007;;    Custo Da Alienação Direito Uso Telefone;CADIREITO;Receita;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;335;04;T;Custos E Despesas;DESPESAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;336;04.1;T; Custos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;337;04.1.1;T;  Custo Das Mercadorias Vendidas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;338;04.1.1.01;T;   Estoque Inicial;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;339;04.1.1.01.001;;    Estoque Inicial De Mercadorias;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;678;04.1.1.01.1;T;    Custo Da Mercadoria Vendida;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1148;04.1.1.01.1.001;;     Pagamento De Obra - Pertence Ao Sócio;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1153;04.1.1.01.1.002;;     Pagamento De Obra Ao Proprietário;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1157;04.1.1.01.1.003;;     Adiantamento Ao Artista;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1158;04.1.1.01.1.004;;     Despesa Anterior - Descontar Contrato;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;340;04.1.1.02;T;   Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;341;04.1.1.02.001;;    Custo Das Mercadorias Vendidas;CMV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;342;04.1.1.02.002;;    Compra De Mercadoria Para Revenda;COMPRAMERCREV;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;343;04.1.1.02.006;;    Fretes Sobre Compras;FRETECOMPRAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;344;04.1.1.02.007;;    Icms Sobre Compras;ICMSCOMPRAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;345;04.1.1.02.008;;    Ipi Sobre Compras;IPICOMPRAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;346;04.1.1.02.009;;    (-) Devolução De Compras;DEVOLCOMPRAS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;347;04.1.1.02.010;;    Compra Com Entrega Futura;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;705;04.1.1.02.011;;    Compra De Mat Prima E Insumos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;706;04.1.1.02.012;;    Compra De Mat De Consumo De Almox;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;707;04.1.1.02.013;;    Compra De Mat Para Uso E Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;708;04.1.1.02.014;;    (-) Bonificação Em Mercadorias;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;880;04.1.1.02.015;;    Icms Diferencial De Alíquota;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;915;04.1.1.02.016;;    Custo Das Vendas Obras Diversas Poa;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;916;04.1.1.02.017;;    Custo Das Vendas Obras Diversas Sp;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;917;04.1.1.02.018;;    Custo Reserva Técnica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1149;04.1.1.02.019;;    Transporte De Obras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1150;04.1.1.02.020;;    Compra De Serviços;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1151;04.1.1.02.021;;    Moldura;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1152;04.1.1.02.022;;    Restauro;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1154;04.1.1.02.023;;    Transporte Nacional;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1155;04.1.1.02.024;;    Curadoria;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1156;04.1.1.02.025;;    Correios;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1209;04.1.1.02.026;;    Icms S/frete A Recuperar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1210;04.1.1.02.027;;    Pis A Recuperar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1211;04.1.1.02.028;;    Cofins A Recuperar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1212;04.1.1.02.029;;    Icms St A Recuperar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1213;04.1.1.02.030;;    Pis S/frete A Recuperar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1214;04.1.1.02.031;;    Cofins S/fretes A Recuperar;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;348;04.1.1.03;T;   (-) Estoque Final;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;349;04.1.1.03.001;;    Estoque Final De Mercadorias;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;350;04.1.2;T;  Custo Dos Produtos Vendidos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;351;04.1.2.01;T;   Estoque Inicial De Produtos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;354;04.1.2.01.003;;    Estoque Inicial De Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;355;04.1.2.01.004;;    Estoque Inicial De Matéria Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;356;04.1.2.01.005;;    Estoque Inicial De Embalagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;674;04.1.2.01.01;T;    Estoque Inicial De Produtos Em Elaboração;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;352;04.1.2.01.01.001;;     Estoque Inicial De Produtos Em Elaboração;EIPELAB;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;675;04.1.2.01.01.02;T;     Estoque Inicial De Produtos Acabados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;353;04.1.2.01.01.02.001;;      Estoque Inicial De Produtos Acabados;EIPRODACAB;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;357;04.1.2.03;T;   Custos Das Matérias-primas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;358;04.1.2.03.001;;    Custo Das Matérias-primas;CTOMP;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;359;04.1.2.03.002;;    (-) Bonificações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;360;04.1.2.03.003;;    (-) Devoluções;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;361;04.1.2.03.004;;    Compra De Matéria-prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;362;04.1.2.03.005;;    Compra De Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;363;04.1.2.03.006;;    Compra De Matéria Prima E Insumos;COMPRAMATPRIM;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;364;04.1.2.03.007;;    Compra De Material Para Uso E Consumo;COMPRAMATUSOCONS;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;365;04.1.2.03.008;;    Compra De Material De Almoxarifado;COMPRAMATALX;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;366;04.1.2.03.009;;    Fretes S/ Compras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;367;04.1.2.03.010;;    Icms Diferencial De Alíquota;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;368;04.1.2.03.011;;    Compra De Embalagens;CEMB;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;369;04.1.2.03.012;;    Compra Com Entrega Futura;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;370;04.1.2.06;T;   (-) Estoque Final;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;373;04.1.2.06.003;;    Estoque Final De Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;374;04.1.2.06.004;;    Estoque Final De Matéria Prima;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;375;04.1.2.06.005;;    Estoque Final De Embalagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;676;04.1.2.06.01;T;    (-)estoque Final De Produtos Em Elaboração;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;371;04.1.2.06.01.001;;     Estoque Final De Produtos Em Elaboração;EFPRODELAB;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;677;04.1.2.06.02;T;    Estoque Final De Produtos Acabados;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;372;04.1.2.06.02.001;;     Estoque Final De Produtos Acabados;EFPRODACAB;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;376;04.1.2.08;T;   Custo Da Mão-de-obra Direta;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;377;04.1.2.08.001;;    13.salário;13IND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;378;04.1.2.08.002;;    Adicional Noturno;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;379;04.1.2.08.003;;    Aviso Prévio/indenizacões Trabalhistas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;380;04.1.2.08.004;;    Contribuições Sindicais;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;381;04.1.2.08.005;;    Fgts;FGTSIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;382;04.1.2.08.006;;    Férias;FERIASIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;383;04.1.2.08.007;;    Gratificações;GRATIIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;384;04.1.2.08.008;;    Horas Extras;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;385;04.1.2.08.009;;    Inss;INSSIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;386;04.1.2.08.010;;    Multa Rescisória Fgts;MULTARESCIIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;387;04.1.2.08.011;;    Pis S/ Folha;PISIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;388;04.1.2.08.012;;    Plano Brasil Maior - Desoneração Da Folha;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;389;04.1.2.08.013;;    Salario;SALIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;390;04.1.2.08.014;;    Vale Transporte;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1041;04.1.2.08.015;;    Remuneração De Terceiros;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;391;04.1.2.09;T;   Gastos Gerais De Fabricação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;392;04.1.2.09.001;;    Água E Esgoto;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;393;04.1.2.09.002;;    Bens Não Imobilizáveis De Pequeno Valor;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;394;04.1.2.09.003;;    Brindes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;395;04.1.2.09.004;;    Combustíveis E Lubrificantes;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;396;04.1.2.09.005;;    Depreciações E Amortizações;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;397;04.1.2.09.006;;    Energia Elétrica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;398;04.1.2.09.007;;    Fretes E Carretos;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;399;04.1.2.09.008;;    Manutenção E Conservação;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;400;04.1.2.09.009;;    Material De Consumo;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;401;04.1.2.09.010;;    Material De Expediente;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;402;04.1.2.09.011;;    Material De Segurança;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;403;04.1.2.09.012;;    Serviços De Terceiros - Pessoa Física;TERCCPFIND;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;404;04.1.2.09.013;;    Serviços De Terceiros - Pessoa Jurídica;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;405;04.1.2.09.014;;    Telefone;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;406;04.1.2.09.015;;    Viagens;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;407;04.1.2.09.016;;    Material De Limpeza;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;408;04.1.2.09.017;;    Dispendio Com Alimentação;ALIMDES;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1042;04.1.2.09.018;;    Serviços De Munck;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
;1043;04.1.2.09.019;;    Aluguel De Máquinas;;Despesa;Demonstração de Resultados;;;;90113;Comum;;;;;;;;;
